     41/99     4.57G   0.02595   0.04465  0.006167   0.07677        29       640    0.9766    0.9901    0.9801    0.7602   0.02034   0.03749   0.00449
     42/99     4.57G   0.02534   0.04509  0.006194   0.07662        37       640    0.9695    0.9923     0.982     0.766   0.02089   0.03841  0.004516
     43/99     4.57G   0.02546   0.04591  0.006148   0.07752        25       640    0.9691    0.9892    0.9777    0.7705   0.02128   0.03841   0.00449
     44/99     4.57G   0.02614   0.04572  0.005806   0.07766        27       640    0.9788    0.9873    0.9782    0.7521    0.0221   0.03858  0.004369
     45/99     4.57G   0.02398   0.04565  0.005709   0.07534        36       640    0.9742    0.9937    0.9807    0.7352    0.0219   0.03817  0.004258
     46/99     4.57G   0.02349   0.04474  0.005468   0.07369        68       640    0.9747    0.9933    0.9793    0.7948   0.01817    0.0363  0.004027
     47/99     4.57G   0.02374   0.04742  0.005558   0.07672        39       640     0.976    0.9926    0.9816    0.7974    0.0188   0.03643  0.004061
     48/99     4.57G   0.02349   0.04652  0.005506   0.07552        30       640    0.9768    0.9905    0.9798    0.7742    0.0208    0.0366  0.004023
     49/99     4.57G   0.02428   0.04548  0.005364   0.07512        77       640    0.9768    0.9915    0.9812    0.7592   0.02067   0.03682  0.004032
     50/99     4.57G   0.02295   0.04599  0.005539   0.07448        45       640    0.9744    0.9936    0.9789    0.7871   0.01872   0.03679  0.003987
     51/99     4.57G   0.02441   0.04388   0.00543   0.07372        45       640    0.9731    0.9937    0.9807    0.7853   0.01879   0.03647   0.00403
     52/99     4.57G   0.02377   0.04455  0.005376   0.07369        52       640    0.9748    0.9912    0.9799     0.794   0.01852   0.03614  0.003917
     53/99     4.57G   0.02275   0.04596  0.005315   0.07402        51       640    0.9712    0.9892    0.9814    0.7939   0.01848   0.03627  0.004102
     54/99     4.57G   0.02214   0.04219  0.004852   0.06918        34       640    0.9701    0.9916    0.9779     0.787   0.01857   0.03675  0.003921
     55/99     4.57G   0.02287   0.04398  0.004904   0.07175        45       640    0.9649    0.9899     0.978    0.7922   0.01904   0.03613  0.004138
     56/99     4.57G   0.02264   0.04299  0.004778   0.07041        45       640    0.9743    0.9884    0.9768    0.7978   0.01824   0.03596  0.003751
     57/99     4.57G   0.02102   0.04288  0.004838   0.06874        63       640    0.9655    0.9834    0.9744    0.7903   0.01834   0.03548  0.003967
